eA,eA_Pattern,eA_Name,eA_Content,mA,mA_Pattern,mA_Unit,mA_from,mA_value,mA_to,t_Pattern,t_factor,t_from,t_value,t_to,c_Pattern,c_Name,c_factor,eB,eB_Pattern,eB_Name,eB_Content,mB,mB_Pattern,mB_Unit,mB_from,mB_value,mB_to,c,t
i,justo pellentesque,tempor turpis nec,ultrices posuere cubilia curae duis faucibus,i,platea dictumst,%,851.2,904.38,648.11,aliquam non mauris,7.7,849.83,590.66,401.25,pretium,arcu adipiscing molestie,0.12,o,posuere cubilia,suspendisse potenti nullam,sociis natoque penatibus et magnis dis parturient,s,volutpat in,kg,598.77,787.25,450.79,io,is
i,ligula,sollicitudin vitae consectetuer,enim leo rhoncus sed vestibulum sit,p,ipsum primis in,kg,756.62,164.45,570.47,lectus suspendisse potenti,6.83,570.07,347.45,87.0,volutpat convallis,sapien varius ut blandit,0.64,i,eget eleifend,nullam varius nulla,justo maecenas rhoncus aliquam lacus morbi quis,r,suspendisse accumsan,kg,539.75,681.99,336.94,ii,pr
r,orci eget,mi in,ut mauris eget massa tempor convallis nulla,s,tincidunt eget tempus,USD,74.35,168.91,844.17,tellus nisi eu,9.74,738.92,620.15,922.31,rutrum,donec diam neque,4.34,p,volutpat convallis,ut erat,pellentesque eget nunc donec quis orci eget,i,condimentum curabitur,m,256.43,342.23,835.9,rp,si
s,sit amet,adipiscing molestie,metus arcu adipiscing molestie hendrerit,p,blandit nam,%,404.45,842.6,15.45,libero quis orci,9.04,854.2,817.21,706.72,tristique est,in leo,4.44,o,consequat lectus,lectus aliquam,habitasse platea dictumst etiam faucibus cursus urna,s,sit amet,m,510.06,37.95,301.12,so,ps
p,id,quisque id justo,posuere nonummy integer non velit donec,r,porttitor id,kg,307.01,89.08,684.99,phasellus id sapien,3.89,916.96,314.17,634.43,primis in,lobortis vel dapibus at,1.33,o,bibendum imperdiet,mus etiam vel,ut massa quis augue luctus tincidunt nulla,p,in hac habitasse,kg,282.8,80.58,353.28,po,rp
r,elementum eu,aliquam quis,id ligula suspendisse ornare consequat lectus,p,pede venenatis,USD,633.6,139.31,670.27,vestibulum ac est lacinia,7.27,284.94,814.72,770.49,nascetur,hac habitasse,7.7,i,viverra,ligula nec sem,libero ut massa volutpat convallis morbi odio,i,orci mauris,USD,445.7,776.58,9.88,ri,pi
o,maecenas ut,aliquam erat,est phasellus sit amet erat,s,id consequat in,USD,715.12,45.85,675.78,eget nunc donec,9.7,116.55,303.86,616.77,venenatis tristique,pede libero quis orci,5.6,r,aliquam sit,consequat morbi a,imperdiet sapien urna pretium nisl ut volutpat,i,sed tincidunt eu,kg,685.65,7.44,17.91,or,si
o,mauris lacinia,ipsum dolor sit,adipiscing molestie hendrerit at vulputate,r,volutpat sapien arcu,USD,483.05,873.12,565.61,vestibulum ante ipsum,8.96,742.17,62.24,681.92,hac habitasse,blandit nam nulla,7.02,o,at,lacinia aenean,in felis eu sapien cursus vestibulum proin,s,nullam sit amet,m,526.45,410.21,612.17,oo,rs
r,ultrices mattis,in tempus,quisque id justo sit amet sapien,s,in porttitor,USD,751.56,98.15,25.51,ultrices phasellus id sapien,7.66,262.37,756.53,176.8,diam nam,sed lacus,5.26,i,ligula sit,lacinia nisi venenatis,volutpat erat quisque erat eros viverra eget,i,dictumst etiam faucibus,USD,417.47,996.25,499.8,ri,si
o,nullam varius,et ultrices,odio justo sollicitudin ut suscipit a feugiat,s,sapien ut nunc,%,110.77,555.53,576.74,tortor sollicitudin mi sit,5.03,232.12,422.48,803.91,sed,nulla nisl,0.4,r,nulla,pede ullamcorper augue,velit nec nisi vulputate nonummy maecenas tincidunt,p,tincidunt eu felis,kg,237.02,778.97,323.55,or,sp
p,dapibus duis,interdum mauris non,pede posuere nonummy integer non velit,r,hac habitasse,%,636.41,13.72,876.75,proin leo odio,0.4,635.67,53.32,500.48,feugiat,dui nec,9.39,o,risus semper,dolor vel,arcu sed augue aliquam erat volutpat in,r,vestibulum sit amet,%,303.96,614.3,622.86,po,rr
s,libero,volutpat quam,lacus at turpis donec posuere metus vitae,s,justo lacinia eget,m,258.65,535.36,656.31,amet sem fusce,1.64,334.16,590.62,394.99,posuere nonummy,suspendisse potenti in,1.61,o,nam ultrices,eget eleifend luctus,donec quis orci eget orci vehicula condimentum,i,duis faucibus accumsan,USD,334.96,302.27,591.27,so,si
p,aenean auctor,bibendum felis,pretium quis lectus suspendisse potenti in,o,morbi odio,kg,214.7,873.16,387.32,non quam nec dui,1.49,934.58,620.34,350.84,vitae nisl,felis ut at dolor,1.19,o,justo sollicitudin,sollicitudin ut,quis turpis eget elit sodales scelerisque mauris,o,natoque penatibus et,%,785.82,523.58,970.94,po,oo
p,tellus,vestibulum sed magna,lacus morbi sem mauris laoreet ut rhoncus,r,turpis integer,USD,636.69,6.34,331.36,hac habitasse platea dictumst,8.45,382.63,158.57,773.5,erat curabitur,proin at turpis a,4.52,p,venenatis non,ligula sit,aliquam augue quam sollicitudin vitae consectetuer eget,s,accumsan tortor,kg,122.27,464.06,338.15,pp,rs
o,nisl,in lacus curabitur,dapibus duis at velit eu est congue,r,cubilia curae,m,737.09,102.91,263.32,in imperdiet et commodo,4.0,667.45,413.72,284.37,mi,quis orci nullam molestie,6.69,s,felis,vivamus tortor duis,in quam fringilla rhoncus mauris enim leo,p,aenean fermentum,m,207.4,528.96,32.94,os,rp
i,faucibus,pretium nisl ut,nisi volutpat eleifend donec ut dolor,s,sed interdum,USD,485.21,797.02,34.08,congue risus semper porta,4.14,624.69,805.13,324.92,vestibulum,molestie hendrerit at vulputate,8.55,o,ultrices,consequat metus,pede justo eu massa donec dapibus duis,o,aenean lectus pellentesque,kg,956.46,156.01,611.43,io,so
r,diam vitae,lacus morbi quis,libero ut massa volutpat convallis morbi,i,bibendum felis,m,478.84,501.3,301.65,ut massa quis augue,7.71,712.01,578.82,938.61,sapien,libero nullam sit,1.58,p,sapien,quisque erat,augue luctus tincidunt nulla mollis molestie lorem,p,integer aliquet,%,388.32,89.71,517.29,rp,ip
i,consequat,sit amet,erat vestibulum sed magna at nunc commodo,s,in hac habitasse,USD,598.29,873.73,307.11,proin eu mi nulla,3.98,565.23,674.22,433.48,integer,sed justo pellentesque,6.75,s,ac,pede lobortis,fusce consequat nulla nisl nunc nisl duis,r,vel nisl duis,m,33.84,205.05,452.28,is,sr
r,erat,duis ac nibh,nulla tellus in sagittis dui,p,vestibulum quam sapien,%,788.68,847.11,164.17,tortor duis mattis egestas,6.34,128.68,346.02,26.66,hendrerit,enim blandit,4.44,r,primis in,amet consectetuer adipiscing,eu est congue elementum in hac habitasse,s,faucibus accumsan,%,993.72,533.46,55.09,rr,ps
i,mauris non,vestibulum ante,in hac habitasse platea dictumst morbi vestibulum,o,cubilia curae,USD,102.05,349.27,948.26,ultrices posuere cubilia curae,0.69,552.48,966.08,262.58,eget,quam a,6.29,o,quam sollicitudin,nullam varius,in tempor turpis nec euismod scelerisque quam,p,sapien urna,%,854.78,1.96,834.14,io,op
p,sed vel,tincidunt eget,aenean sit amet justo morbi,r,eget eros,%,949.47,490.85,822.43,id consequat in consequat,1.88,815.9,633.05,770.85,velit,tempor convallis nulla,7.9,i,turpis,potenti cras,libero convallis eget eleifend luctus ultricies eu,o,lobortis convallis,m,553.36,278.2,354.65,pi,ro
s,nullam orci,sit amet nulla,ornare imperdiet sapien urna pretium nisl,p,turpis nec euismod,kg,925.13,460.87,315.65,mauris enim leo,4.16,651.53,600.15,448.82,lacus at,dui vel sem sed,3.51,s,turpis,consequat in,diam erat fermentum justo nec condimentum neque,i,lacus morbi,m,86.28,569.29,201.45,ss,pi
r,sed,sagittis dui vel,ante nulla justo aliquam quis turpis,i,vivamus vel,kg,484.39,98.51,847.52,nulla nisl nunc,5.19,769.2,75.54,296.58,eu interdum,nullam molestie,4.1,r,eget,odio in hac,vel nulla eget eros elementum pellentesque quisque,i,tortor risus,%,705.49,239.61,172.69,rr,ii
o,vel,duis mattis egestas,velit vivamus vel nulla eget eros,i,sodales scelerisque mauris,%,955.28,229.01,984.39,orci luctus et ultrices,5.51,417.1,862.53,819.45,quam sapien,pharetra magna vestibulum aliquet,9.11,o,quam nec,id luctus nec,imperdiet et commodo vulputate justo in blandit,p,nam nulla integer,%,28.43,987.18,499.89,oo,ip
i,varius nulla,pulvinar lobortis est,ornare imperdiet sapien urna pretium nisl,p,vel accumsan tellus,USD,900.94,165.98,88.9,sit amet erat,0.77,73.1,484.55,629.36,vitae quam,adipiscing molestie hendrerit,6.27,s,nunc,consequat lectus,elit proin interdum mauris non ligula pellentesque,r,eros suspendisse accumsan,%,292.35,46.99,2.99,is,pr
o,magna at,suspendisse accumsan,penatibus et magnis dis parturient montes,o,odio condimentum,USD,455.77,466.2,840.72,eget tincidunt eget tempus,3.14,961.45,417.33,217.93,lectus,id consequat,6.68,s,amet erat,velit nec nisi,eget nunc donec quis orci eget orci,o,amet sapien dignissim,m,791.33,319.29,742.44,os,oo
o,sapien quis,eget nunc donec,tempus vel pede morbi porttitor lorem id,o,tempor convallis nulla,m,773.15,151.27,302.32,sapien sapien non mi,0.99,36.54,362.46,880.89,sit amet,libero convallis eget,8.46,s,integer aliquet,orci luctus,in congue etiam justo etiam pretium iaculis,i,ut rhoncus,m,611.37,637.01,921.7,os,oi
r,suspendisse,sit amet eros,cubilia curae duis faucibus accumsan odio curabitur,s,posuere cubilia,m,682.62,189.56,924.54,ipsum integer a nibh,2.44,324.71,274.61,728.28,vel sem,id lobortis,8.67,s,commodo,sit amet,vestibulum ante ipsum primis in faucibus orci,r,turpis eget,kg,696.14,486.3,680.41,rs,sr
i,sapien,lacinia eget tincidunt,suscipit nulla elit ac nulla sed,o,sed vel,%,3.8,554.5,156.34,faucibus cursus urna,5.86,3.4,457.88,542.04,porta,nulla justo aliquam,6.33,o,vivamus,vitae nisi,interdum mauris non ligula pellentesque ultrices phasellus,r,bibendum morbi,m,246.66,346.29,35.34,io,or
p,leo,a nibh,phasellus id sapien in sapien iaculis congue,o,blandit ultrices,kg,64.18,358.65,629.91,nunc proin at,4.67,843.92,685.52,802.56,sit amet,mauris vulputate elementum,8.61,o,pede,donec dapibus,suscipit nulla elit ac nulla sed vel,s,sem sed sagittis,m,659.71,588.12,8.6,po,os
i,in,quam sollicitudin vitae,eleifend pede libero quis orci,o,in tempor,%,514.68,581.28,960.17,duis aliquam convallis nunc,2.06,312.49,521.75,641.48,potenti in,rutrum nulla nunc,2.85,p,nunc,magna at nunc,est donec odio justo sollicitudin ut suscipit,o,primis in,%,726.76,287.4,799.61,ip,oo
o,ligula,faucibus accumsan,et ultrices posuere cubilia curae mauris,i,id massa id,kg,61.83,88.91,440.48,suspendisse ornare consequat lectus,7.61,471.79,141.38,485.52,in lacus,nulla pede ullamcorper augue,3.48,r,sed,elit ac,curabitur convallis duis consequat dui nec nisi,i,vulputate justo in,kg,577.67,448.48,802.28,or,ii
i,at,eu magna,cras in purus eu magna,i,platea dictumst,m,411.09,560.49,754.39,pharetra magna ac,0.7,581.67,450.24,800.07,dui,viverra pede,4.93,r,aliquet,et ultrices posuere,et eros vestibulum ac est lacinia nisi,r,diam nam tristique,USD,752.39,903.12,678.47,ir,ir
i,risus semper,interdum mauris ullamcorper,libero quis orci nullam molestie,i,in hac habitasse,USD,17.27,835.49,36.54,accumsan tellus nisi,0.26,210.35,650.29,313.44,lacus,metus vitae ipsum aliquam,0.92,o,ullamcorper purus,phasellus id,in lacus curabitur at ipsum ac tellus,s,elit proin risus,kg,323.15,489.77,466.78,io,is
i,hac,justo sit amet,nec sem duis aliquam convallis,o,convallis tortor risus,kg,79.83,136.83,142.7,suscipit a feugiat,0.17,282.77,787.91,276.39,curae,laoreet ut,0.84,r,augue,augue luctus,dictumst morbi vestibulum velit id pretium iaculis,o,vitae consectetuer,USD,348.78,363.45,900.51,ir,oo
i,tincidunt,tincidunt ante,tincidunt nulla mollis molestie lorem quisque,i,vel augue,kg,575.7,487.9,717.09,semper est quam pharetra,0.39,283.72,375.44,593.22,pellentesque,sapien dignissim vestibulum,5.43,r,magna ac,nunc rhoncus,at vulputate vitae nisl aenean lectus pellentesque,i,pharetra magna,%,73.99,176.24,943.84,ir,ii
r,sapien,eros suspendisse,mauris sit amet eros suspendisse accumsan,s,ante nulla justo,%,615.1,885.23,509.49,mollis molestie lorem,7.85,449.64,153.77,547.12,id ligula,in sagittis dui,6.53,p,fusce congue,at diam,justo pellentesque viverra pede ac diam cras,o,enim in,kg,283.65,294.74,851.7,rp,so
p,pede,rhoncus dui,aenean fermentum donec ut mauris eget massa,s,varius integer,USD,467.54,478.15,780.88,mauris laoreet ut rhoncus,4.91,82.35,80.13,449.96,cubilia curae,ultrices posuere,6.47,p,ut tellus,praesent id,mi sit amet lobortis sapien sapien non,p,risus auctor,kg,295.3,77.4,419.14,pp,sp
i,felis sed,est risus auctor,sapien quis libero nullam sit amet turpis,p,nisi at nibh,%,660.14,691.01,816.06,justo nec condimentum neque,8.54,25.06,714.21,560.1,risus,sit amet sapien dignissim,7.75,p,mauris enim,mauris sit amet,non interdum in ante vestibulum ante ipsum,r,porttitor pede,m,120.47,403.05,313.96,ip,pr
i,fringilla,turpis integer aliquet,odio donec vitae nisi nam,i,sagittis nam,m,608.29,852.34,420.74,ut ultrices vel,3.13,854.04,60.26,779.93,est,tristique fusce congue,8.15,o,ut,vulputate luctus cum,at ipsum ac tellus semper interdum mauris,s,quis turpis,%,542.05,63.02,853.63,io,is
i,neque aenean,adipiscing elit,nam congue risus semper porta volutpat,i,a libero nam,kg,215.13,48.7,551.87,tempus sit amet sem,3.71,309.76,824.39,28.51,eu,erat curabitur,4.77,o,rhoncus,aliquet maecenas,sit amet cursus id turpis integer aliquet,o,molestie lorem quisque,%,944.25,341.71,133.94,io,io
s,platea,eu nibh quisque,elit proin interdum mauris non ligula,s,libero nullam sit,%,520.12,690.99,140.49,hac habitasse platea dictumst,1.66,538.05,342.12,138.72,hac habitasse,justo aliquam quis,9.7,i,in,magna ac,ut at dolor quis odio consequat varius,p,et eros vestibulum,kg,637.77,821.79,455.7,si,sp
i,eget,duis faucibus accumsan,tincidunt eu felis fusce posuere,s,imperdiet sapien urna,m,912.85,752.38,291.12,aliquam augue quam sollicitudin,5.69,902.33,237.23,767.92,sagittis dui,fusce consequat nulla,5.36,r,in quis,erat fermentum justo,molestie hendrerit at vulputate vitae nisl aenean,r,viverra eget,kg,278.77,309.5,64.29,ir,sr
s,nulla eget,proin eu mi,pretium iaculis justo in hac habitasse platea,i,arcu adipiscing,m,546.62,423.34,863.39,ipsum integer a nibh,3.31,964.88,843.41,642.65,lectus in,dolor sit amet consectetuer,2.15,r,in,at ipsum ac,rutrum nulla nunc purus phasellus in felis,s,sed magna,%,358.87,183.07,496.71,sr,is
r,facilisi cras,aenean fermentum,ac enim in tempor turpis nec euismod,s,morbi a,%,961.6,343.63,64.65,ut mauris eget massa,3.6,623.95,0.48,224.48,libero,eleifend luctus,3.04,o,nibh,in hac,suscipit a feugiat et eros vestibulum ac,r,dolor vel est,m,203.23,969.03,320.31,ro,sr
p,leo maecenas,blandit lacinia,cum sociis natoque penatibus et,r,nec nisi volutpat,kg,80.98,624.41,406.57,eleifend pede libero,3.52,574.69,740.69,495.92,in blandit,nam congue risus,4.13,r,donec quis,augue aliquam,nulla elit ac nulla sed vel enim,o,ante ipsum,m,671.49,307.25,690.65,pr,ro
p,ac,sapien iaculis,amet eros suspendisse accumsan tortor quis turpis,o,vitae quam suspendisse,m,134.85,792.22,155.62,pulvinar lobortis est,3.35,11.76,326.2,932.19,a,purus sit amet nulla,1.95,o,varius,eget tempus,vehicula condimentum curabitur in libero ut massa,s,pellentesque ultrices,%,66.78,331.32,222.26,po,os
r,vestibulum vestibulum,vel augue,augue a suscipit nulla elit ac nulla,s,in faucibus orci,%,68.16,160.69,200.24,id justo sit amet,5.51,659.4,76.79,934.92,tortor,blandit lacinia erat vestibulum,9.36,p,justo,lacus at,sed magna at nunc commodo placerat praesent,o,luctus ultricies eu,kg,715.7,448.84,561.11,rp,so
p,in magna,vivamus in,sapien cursus vestibulum proin eu mi,o,curae duis faucibus,kg,565.62,958.27,697.89,fermentum donec ut,7.75,882.76,251.0,996.58,amet,imperdiet nullam,1.54,s,ligula nec,nulla suspendisse,nisl aenean lectus pellentesque eget nunc donec,r,dui vel sem,USD,365.2,710.39,742.4,ps,or
s,auctor,blandit ultrices enim,enim lorem ipsum dolor sit,i,maecenas tristique,USD,755.12,431.88,150.32,faucibus orci luctus,0.4,77.73,147.29,502.75,eu,mauris non,3.95,o,maecenas ut,amet lobortis,fusce consequat nulla nisl nunc nisl duis,i,vel nulla eget,kg,577.67,113.19,928.4,so,ii
s,cubilia,velit vivamus,nibh fusce lacus purus aliquet at feugiat,r,donec semper,USD,476.76,686.98,663.29,quisque id justo sit,2.82,149.39,594.65,131.95,id,turpis adipiscing lorem,5.63,o,id lobortis,ligula vehicula,velit id pretium iaculis diam erat fermentum,p,tellus in,%,148.28,911.35,885.03,so,rp
s,congue,donec pharetra,eu mi nulla ac enim in,s,consectetuer adipiscing elit,USD,743.46,14.93,68.65,penatibus et magnis dis,0.35,269.21,364.6,93.22,sagittis dui,pellentesque ultrices mattis odio,9.58,p,tincidunt in,nec molestie sed,et ultrices posuere cubilia curae donec pharetra,o,elit sodales scelerisque,m,652.05,533.98,594.74,sp,so
o,suspendisse,porttitor pede,suscipit nulla elit ac nulla sed vel,i,lacus at,USD,2.09,901.12,526.02,suspendisse accumsan tortor,2.5,74.75,282.65,88.77,habitasse platea,cras mi pede malesuada,7.38,o,mauris viverra,etiam pretium iaculis,phasellus sit amet erat nulla tempus vivamus,r,ligula nec sem,kg,703.21,565.24,993.37,oo,ir
s,eget orci,eleifend pede,mauris non ligula pellentesque ultrices phasellus id,o,nulla nisl,m,315.06,636.15,653.93,purus phasellus in,8.42,281.26,335.81,400.87,nascetur ridiculus,suspendisse potenti,7.71,o,mus,nulla tellus,pede posuere nonummy integer non velit donec,s,nisi venenatis tristique,m,663.93,79.76,115.74,so,os
p,rhoncus,metus vitae,ipsum ac tellus semper interdum mauris ullamcorper,s,id ligula,USD,260.94,203.73,272.35,nulla suscipit ligula in,1.3,331.27,805.03,79.78,curabitur,semper porta volutpat,0.37,s,dignissim vestibulum,et ultrices posuere,a suscipit nulla elit ac nulla sed,i,augue aliquam,kg,512.85,936.72,598.6,ps,si
p,aenean,interdum eu tincidunt,dictumst etiam faucibus cursus urna ut,o,turpis eget,m,844.97,85.59,438.2,eget eleifend luctus,8.04,297.7,728.05,525.89,rutrum,aliquam sit,5.87,s,nunc purus,vel est donec,laoreet ut rhoncus aliquet pulvinar sed nisl,i,eget orci,%,48.18,519.03,911.78,ps,oi
o,natoque penatibus,eu mi,parturient montes nascetur ridiculus mus,r,quam pede,m,993.37,144.29,445.09,in porttitor pede justo,4.18,825.21,409.03,154.04,ut erat,etiam faucibus cursus,4.67,s,porttitor,est et,nascetur ridiculus mus etiam vel augue vestibulum,o,in faucibus orci,%,854.63,373.54,648.52,os,ro
o,pharetra,sapien arcu sed,nulla nunc purus phasellus in felis,i,orci luctus et,m,48.1,860.68,69.46,nibh quisque id,0.64,887.44,51.13,240.84,tortor id,id lobortis convallis,8.62,r,magnis,congue elementum in,in purus eu magna vulputate luctus cum,o,maecenas tristique est,m,790.2,654.33,439.92,or,io
p,in felis,etiam vel,congue risus semper porta volutpat quam,i,lorem ipsum dolor,%,654.58,441.26,213.08,metus sapien ut,7.7,890.46,415.73,230.55,sit amet,quis lectus suspendisse potenti,0.98,o,ornare consequat,ante nulla,nunc proin at turpis a pede posuere,p,lobortis vel,%,225.13,739.89,605.98,po,ip
s,est risus,feugiat non pretium,eu mi nulla ac enim in tempor,r,eros suspendisse accumsan,USD,860.33,920.93,310.24,turpis enim blandit,8.81,478.13,214.77,515.26,vulputate,ante ipsum primis,4.42,s,scelerisque quam,velit nec nisi,mauris enim leo rhoncus sed vestibulum sit,p,vivamus vestibulum,kg,99.68,542.82,72.53,ss,rp
r,neque sapien,justo maecenas rhoncus,volutpat dui maecenas tristique est et,r,sem mauris laoreet,kg,616.77,7.8,922.81,suscipit a feugiat,8.11,352.15,400.91,837.67,iaculis justo,luctus et ultrices posuere,1.57,s,cras in,ac tellus,vel accumsan tellus nisi eu orci mauris,i,ullamcorper purus sit,%,981.18,250.9,851.45,rs,ri
o,dictumst etiam,aliquam quis,nunc rhoncus dui vel sem sed,s,risus dapibus augue,m,597.97,517.14,589.68,aenean lectus pellentesque,0.38,377.56,567.91,399.04,elit proin,nisi nam,7.73,r,hac habitasse,viverra diam vitae,convallis nulla neque libero convallis eget eleifend,p,id nisl venenatis,m,891.48,699.49,370.56,or,sp
o,tincidunt,ullamcorper augue a,tincidunt ante vel ipsum praesent,o,nullam porttitor lacus,USD,428.65,117.14,287.04,turpis elementum ligula vehicula,6.19,367.48,457.6,35.86,at dolor,duis bibendum morbi,4.81,r,sit amet,neque sapien,eros viverra eget congue eget semper rutrum,i,eros elementum,kg,609.19,402.94,67.92,or,oi
