eA,eA_Pattern,eA_Name,eA_Content,mA,mA_Pattern,mA_Unit,mA_from,mA_value,mA_to,t_Pattern,t_factor,t_from,t_value,t_to,c_Pattern,c_Name,c_factor,eB,eB_Pattern,eB_Name,eB_Content,mB,mB_Pattern,mB_Unit,mB_from,mB_value,mB_to,c,t
r,justo aliquam,pede ac,phasellus id sapien in sapien,o,mauris viverra diam,m,58.6,475.15,844.59,habitasse platea dictumst aliquam,3.25,675.07,95.6,645.89,placerat ante,sagittis nam,8.72,p,lacus purus,eu nibh,sapien iaculis congue vivamus metus arcu adipiscing,i,nulla nunc purus,USD,544.48,848.18,429.05,rp,oi
p,amet,vel enim,in ante vestibulum ante ipsum primis in,o,convallis tortor,%,731.01,247.68,55.62,consequat morbi a ipsum,1.39,391.52,144.84,369.68,quam,orci nullam molestie nibh,3.08,r,neque,odio donec vitae,blandit ultrices enim lorem ipsum dolor sit,s,commodo placerat,kg,592.85,418.51,972.63,pr,os
r,mauris vulputate,integer aliquet,dictumst maecenas ut massa quis,s,nulla sed vel,USD,609.65,26.65,191.48,pulvinar lobortis est,9.68,363.55,331.36,51.66,maecenas pulvinar,neque vestibulum eget vulputate,8.28,o,non,duis mattis egestas,molestie hendrerit at vulputate vitae nisl aenean,i,in consequat ut,kg,606.71,749.78,973.02,ro,si
s,justo sollicitudin,maecenas ut massa,libero convallis eget eleifend luctus ultricies eu,i,non interdum,kg,922.81,375.9,393.84,penatibus et magnis,3.12,432.47,321.07,248.88,rutrum,vivamus metus arcu,2.87,p,tristique tortor,turpis a,curae nulla dapibus dolor vel est donec,p,sapien arcu,%,68.0,936.66,594.41,sp,ip
o,ut tellus,at vulputate vitae,in lectus pellentesque at nulla suspendisse potenti,o,eu tincidunt,USD,87.78,805.9,648.77,vitae ipsum aliquam non,1.34,807.2,847.28,784.32,in,in tempor turpis nec,5.58,o,at,sem fusce consequat,in magna bibendum imperdiet nullam orci pede,p,sapien non mi,m,277.45,44.23,852.7,oo,op
r,viverra,rutrum rutrum,tellus nisi eu orci mauris,r,lobortis ligula sit,m,210.42,266.86,946.06,sit amet sem fusce,1.55,404.72,757.4,961.1,integer,posuere nonummy integer non,1.19,r,in,quisque id,rhoncus mauris enim leo rhoncus sed vestibulum,p,augue aliquam,USD,575.91,265.09,533.66,rr,rp
s,ac enim,pede justo eu,est phasellus sit amet erat nulla,o,quam turpis,USD,507.5,385.37,215.9,platea dictumst etiam,0.59,882.93,389.3,438.88,sed,vel nisl duis ac,8.54,o,elementum,integer non,donec odio justo sollicitudin ut suscipit a,s,curabitur convallis duis,USD,508.01,167.48,428.99,so,os
r,erat,eu mi nulla,tempus vivamus in felis eu,s,consequat dui nec,kg,926.05,22.68,566.58,sit amet erat nulla,0.63,366.55,777.38,570.86,mauris,augue vel,7.77,r,duis consequat,ultrices erat,aenean auctor gravida sem praesent id massa,r,sed vel enim,%,341.51,611.62,132.87,rr,sr
i,elit ac,donec pharetra,lorem quisque ut erat curabitur,r,nisl venenatis lacinia,m,213.87,439.74,897.98,vel accumsan tellus,6.91,715.72,22.5,591.5,sapien,pede venenatis non,1.26,s,est,nibh quisque,consequat morbi a ipsum integer a nibh,p,gravida nisi,m,501.02,623.58,431.73,is,rp
p,sapien,in hac,ut odio cras mi pede malesuada in,r,natoque penatibus et,USD,332.92,109.53,178.16,amet consectetuer adipiscing elit,8.45,591.76,227.68,291.25,mauris,ut mauris eget,1.16,r,platea,mauris sit amet,et eros vestibulum ac est lacinia nisi,r,sit amet diam,m,651.05,927.63,107.68,pr,rr
p,turpis,ligula nec sem,eget eros elementum pellentesque quisque porta,p,nisi vulputate nonummy,m,393.55,162.42,450.62,mattis egestas metus,7.2,529.85,840.56,512.19,erat,velit eu,6.19,r,quam suspendisse,sem fusce consequat,sapien placerat ante nulla justo aliquam quis,r,vestibulum eget vulputate,%,575.83,50.74,630.03,pr,pr
s,viverra eget,curae duis faucibus,vestibulum vestibulum ante ipsum primis,o,primis in faucibus,kg,36.08,514.79,833.07,natoque penatibus et,3.95,877.92,65.92,650.89,rhoncus mauris,id ligula,6.62,i,orci pede,tortor eu,semper sapien a libero nam dui proin,i,pede ac,kg,413.45,452.23,270.95,si,oi
i,sapien,cum sociis natoque,pellentesque ultrices phasellus id sapien in,s,justo sollicitudin ut,m,190.92,618.55,746.74,justo morbi ut odio,8.47,287.57,520.6,959.7,porttitor lacus,dui vel,4.31,s,vel lectus,orci luctus,curae nulla dapibus dolor vel est donec,s,quam a,%,237.69,556.82,706.91,is,ss
p,ligula vehicula,hac habitasse platea,at dolor quis odio consequat varius integer,s,sapien placerat,USD,859.14,646.92,880.61,primis in faucibus,4.91,585.16,883.16,761.04,vitae consectetuer,est quam pharetra,6.06,s,dis parturient,vivamus in felis,leo odio condimentum id luctus nec molestie,p,odio consequat,USD,570.25,620.6,219.62,ps,sp
o,ac,eleifend donec,vel nulla eget eros elementum,r,nulla suscipit ligula,USD,50.42,594.65,435.16,augue a suscipit nulla,8.47,417.26,25.38,873.18,leo odio,phasellus sit amet,4.22,r,a,in faucibus orci,risus semper porta volutpat quam pede lobortis,r,mi integer,kg,399.55,948.02,669.27,or,rr
p,vehicula consequat,amet lobortis,integer ac neque duis bibendum,i,integer non,USD,5.32,901.54,101.71,sodales sed tincidunt,0.31,276.25,996.91,684.75,mauris vulputate,donec dapibus,5.23,o,neque aenean,volutpat sapien,pellentesque ultrices mattis odio donec vitae nisi,r,amet turpis,%,618.34,53.66,213.76,po,ir
r,id,amet eros,vulputate luctus cum sociis natoque,o,vestibulum sed,%,148.87,482.81,106.51,accumsan tellus nisi,1.48,567.27,706.61,547.14,natoque,ornare imperdiet sapien urna,6.26,i,interdum,fusce consequat nulla,mattis odio donec vitae nisi nam ultrices,o,justo maecenas,%,810.43,493.23,495.44,ri,oo
r,mattis,sapien arcu,tortor risus dapibus augue vel,i,turpis adipiscing,m,312.49,267.38,529.13,amet nulla quisque arcu,1.65,576.62,116.0,473.29,metus,cras non,1.04,o,mattis pulvinar,in sapien iaculis,rhoncus aliquam lacus morbi quis tortor id,p,et ultrices,USD,160.35,385.65,914.66,ro,ip
s,enim,mauris ullamcorper,sollicitudin mi sit amet lobortis sapien sapien,s,duis at,USD,369.13,134.06,822.01,tellus semper interdum,2.39,567.47,741.74,756.67,dolor quis,aliquet ultrices erat tortor,3.7,s,ipsum,eu nibh quisque,ante ipsum primis in faucibus orci luctus,r,felis ut at,USD,356.08,150.37,245.75,ss,sr
o,in,dictumst morbi,quisque ut erat curabitur gravida,p,hac habitasse,%,808.2,469.55,381.23,mauris morbi non lectus,1.41,795.54,606.86,784.33,imperdiet,sed sagittis nam,7.94,s,a ipsum,erat tortor sollicitudin,morbi ut odio cras mi pede malesuada,p,rutrum nulla tellus,kg,164.09,490.86,755.56,os,pp
r,justo in,dui proin,nulla ac enim in tempor,s,neque aenean auctor,kg,349.55,865.69,862.31,elit sodales scelerisque,2.4,451.31,301.47,852.41,non ligula,at nunc,2.76,o,pellentesque,ullamcorper augue,potenti in eleifend quam a odio in,i,varius nulla,%,143.09,708.62,853.06,ro,si
p,id consequat,in tempor,faucibus orci luctus et ultrices posuere,i,nonummy maecenas,kg,878.24,603.82,987.09,sed ante vivamus tortor,1.26,212.13,621.9,955.2,dui,aliquet massa id,3.25,i,congue,id lobortis convallis,odio consequat varius integer ac leo pellentesque,o,mi pede malesuada,kg,975.26,102.27,349.34,pi,io
i,justo pellentesque,tempor turpis nec,ultrices posuere cubilia curae duis faucibus,i,platea dictumst,%,851.2,904.38,648.11,aliquam non mauris,7.7,849.83,590.66,401.25,pretium,arcu adipiscing molestie,0.12,o,posuere cubilia,suspendisse potenti nullam,sociis natoque penatibus et magnis dis parturient,s,volutpat in,kg,598.77,787.25,450.79,io,is
i,ligula,sollicitudin vitae consectetuer,enim leo rhoncus sed vestibulum sit,p,ipsum primis in,kg,756.62,164.45,570.47,lectus suspendisse potenti,6.83,570.07,347.45,87.0,volutpat convallis,sapien varius ut blandit,0.64,i,eget eleifend,nullam varius nulla,justo maecenas rhoncus aliquam lacus morbi quis,r,suspendisse accumsan,kg,539.75,681.99,336.94,ii,pr
r,orci eget,mi in,ut mauris eget massa tempor convallis nulla,s,tincidunt eget tempus,USD,74.35,168.91,844.17,tellus nisi eu,9.74,738.92,620.15,922.31,rutrum,donec diam neque,4.34,p,volutpat convallis,ut erat,pellentesque eget nunc donec quis orci eget,i,condimentum curabitur,m,256.43,342.23,835.9,rp,si
s,sit amet,adipiscing molestie,metus arcu adipiscing molestie hendrerit,p,blandit nam,%,404.45,842.6,15.45,libero quis orci,9.04,854.2,817.21,706.72,tristique est,in leo,4.44,o,consequat lectus,lectus aliquam,habitasse platea dictumst etiam faucibus cursus urna,s,sit amet,m,510.06,37.95,301.12,so,ps
p,id,quisque id justo,posuere nonummy integer non velit donec,r,porttitor id,kg,307.01,89.08,684.99,phasellus id sapien,3.89,916.96,314.17,634.43,primis in,lobortis vel dapibus at,1.33,o,bibendum imperdiet,mus etiam vel,ut massa quis augue luctus tincidunt nulla,p,in hac habitasse,kg,282.8,80.58,353.28,po,rp
r,elementum eu,aliquam quis,id ligula suspendisse ornare consequat lectus,p,pede venenatis,USD,633.6,139.31,670.27,vestibulum ac est lacinia,7.27,284.94,814.72,770.49,nascetur,hac habitasse,7.7,i,viverra,ligula nec sem,libero ut massa volutpat convallis morbi odio,i,orci mauris,USD,445.7,776.58,9.88,ri,pi
o,maecenas ut,aliquam erat,est phasellus sit amet erat,s,id consequat in,USD,715.12,45.85,675.78,eget nunc donec,9.7,116.55,303.86,616.77,venenatis tristique,pede libero quis orci,5.6,r,aliquam sit,consequat morbi a,imperdiet sapien urna pretium nisl ut volutpat,i,sed tincidunt eu,kg,685.65,7.44,17.91,or,si
o,mauris lacinia,ipsum dolor sit,adipiscing molestie hendrerit at vulputate,r,volutpat sapien arcu,USD,483.05,873.12,565.61,vestibulum ante ipsum,8.96,742.17,62.24,681.92,hac habitasse,blandit nam nulla,7.02,o,at,lacinia aenean,in felis eu sapien cursus vestibulum proin,s,nullam sit amet,m,526.45,410.21,612.17,oo,rs
r,ultrices mattis,in tempus,quisque id justo sit amet sapien,s,in porttitor,USD,751.56,98.15,25.51,ultrices phasellus id sapien,7.66,262.37,756.53,176.8,diam nam,sed lacus,5.26,i,ligula sit,lacinia nisi venenatis,volutpat erat quisque erat eros viverra eget,i,dictumst etiam faucibus,USD,417.47,996.25,499.8,ri,si
o,nullam varius,et ultrices,odio justo sollicitudin ut suscipit a feugiat,s,sapien ut nunc,%,110.77,555.53,576.74,tortor sollicitudin mi sit,5.03,232.12,422.48,803.91,sed,nulla nisl,0.4,r,nulla,pede ullamcorper augue,velit nec nisi vulputate nonummy maecenas tincidunt,p,tincidunt eu felis,kg,237.02,778.97,323.55,or,sp
p,dapibus duis,interdum mauris non,pede posuere nonummy integer non velit,r,hac habitasse,%,636.41,13.72,876.75,proin leo odio,0.4,635.67,53.32,500.48,feugiat,dui nec,9.39,o,risus semper,dolor vel,arcu sed augue aliquam erat volutpat in,r,vestibulum sit amet,%,303.96,614.3,622.86,po,rr
s,libero,volutpat quam,lacus at turpis donec posuere metus vitae,s,justo lacinia eget,m,258.65,535.36,656.31,amet sem fusce,1.64,334.16,590.62,394.99,posuere nonummy,suspendisse potenti in,1.61,o,nam ultrices,eget eleifend luctus,donec quis orci eget orci vehicula condimentum,i,duis faucibus accumsan,USD,334.96,302.27,591.27,so,si
p,aenean auctor,bibendum felis,pretium quis lectus suspendisse potenti in,o,morbi odio,kg,214.7,873.16,387.32,non quam nec dui,1.49,934.58,620.34,350.84,vitae nisl,felis ut at dolor,1.19,o,justo sollicitudin,sollicitudin ut,quis turpis eget elit sodales scelerisque mauris,o,natoque penatibus et,%,785.82,523.58,970.94,po,oo
p,tellus,vestibulum sed magna,lacus morbi sem mauris laoreet ut rhoncus,r,turpis integer,USD,636.69,6.34,331.36,hac habitasse platea dictumst,8.45,382.63,158.57,773.5,erat curabitur,proin at turpis a,4.52,p,venenatis non,ligula sit,aliquam augue quam sollicitudin vitae consectetuer eget,s,accumsan tortor,kg,122.27,464.06,338.15,pp,rs
o,nisl,in lacus curabitur,dapibus duis at velit eu est congue,r,cubilia curae,m,737.09,102.91,263.32,in imperdiet et commodo,4.0,667.45,413.72,284.37,mi,quis orci nullam molestie,6.69,s,felis,vivamus tortor duis,in quam fringilla rhoncus mauris enim leo,p,aenean fermentum,m,207.4,528.96,32.94,os,rp
i,faucibus,pretium nisl ut,nisi volutpat eleifend donec ut dolor,s,sed interdum,USD,485.21,797.02,34.08,congue risus semper porta,4.14,624.69,805.13,324.92,vestibulum,molestie hendrerit at vulputate,8.55,o,ultrices,consequat metus,pede justo eu massa donec dapibus duis,o,aenean lectus pellentesque,kg,956.46,156.01,611.43,io,so
r,diam vitae,lacus morbi quis,libero ut massa volutpat convallis morbi,i,bibendum felis,m,478.84,501.3,301.65,ut massa quis augue,7.71,712.01,578.82,938.61,sapien,libero nullam sit,1.58,p,sapien,quisque erat,augue luctus tincidunt nulla mollis molestie lorem,p,integer aliquet,%,388.32,89.71,517.29,rp,ip
i,consequat,sit amet,erat vestibulum sed magna at nunc commodo,s,in hac habitasse,USD,598.29,873.73,307.11,proin eu mi nulla,3.98,565.23,674.22,433.48,integer,sed justo pellentesque,6.75,s,ac,pede lobortis,fusce consequat nulla nisl nunc nisl duis,r,vel nisl duis,m,33.84,205.05,452.28,is,sr
r,erat,duis ac nibh,nulla tellus in sagittis dui,p,vestibulum quam sapien,%,788.68,847.11,164.17,tortor duis mattis egestas,6.34,128.68,346.02,26.66,hendrerit,enim blandit,4.44,r,primis in,amet consectetuer adipiscing,eu est congue elementum in hac habitasse,s,faucibus accumsan,%,993.72,533.46,55.09,rr,ps
i,mauris non,vestibulum ante,in hac habitasse platea dictumst morbi vestibulum,o,cubilia curae,USD,102.05,349.27,948.26,ultrices posuere cubilia curae,0.69,552.48,966.08,262.58,eget,quam a,6.29,o,quam sollicitudin,nullam varius,in tempor turpis nec euismod scelerisque quam,p,sapien urna,%,854.78,1.96,834.14,io,op
p,sed vel,tincidunt eget,aenean sit amet justo morbi,r,eget eros,%,949.47,490.85,822.43,id consequat in consequat,1.88,815.9,633.05,770.85,velit,tempor convallis nulla,7.9,i,turpis,potenti cras,libero convallis eget eleifend luctus ultricies eu,o,lobortis convallis,m,553.36,278.2,354.65,pi,ro
s,nullam orci,sit amet nulla,ornare imperdiet sapien urna pretium nisl,p,turpis nec euismod,kg,925.13,460.87,315.65,mauris enim leo,4.16,651.53,600.15,448.82,lacus at,dui vel sem sed,3.51,s,turpis,consequat in,diam erat fermentum justo nec condimentum neque,i,lacus morbi,m,86.28,569.29,201.45,ss,pi
r,sed,sagittis dui vel,ante nulla justo aliquam quis turpis,i,vivamus vel,kg,484.39,98.51,847.52,nulla nisl nunc,5.19,769.2,75.54,296.58,eu interdum,nullam molestie,4.1,r,eget,odio in hac,vel nulla eget eros elementum pellentesque quisque,i,tortor risus,%,705.49,239.61,172.69,rr,ii
o,vel,duis mattis egestas,velit vivamus vel nulla eget eros,i,sodales scelerisque mauris,%,955.28,229.01,984.39,orci luctus et ultrices,5.51,417.1,862.53,819.45,quam sapien,pharetra magna vestibulum aliquet,9.11,o,quam nec,id luctus nec,imperdiet et commodo vulputate justo in blandit,p,nam nulla integer,%,28.43,987.18,499.89,oo,ip
i,varius nulla,pulvinar lobortis est,ornare imperdiet sapien urna pretium nisl,p,vel accumsan tellus,USD,900.94,165.98,88.9,sit amet erat,0.77,73.1,484.55,629.36,vitae quam,adipiscing molestie hendrerit,6.27,s,nunc,consequat lectus,elit proin interdum mauris non ligula pellentesque,r,eros suspendisse accumsan,%,292.35,46.99,2.99,is,pr
o,magna at,suspendisse accumsan,penatibus et magnis dis parturient montes,o,odio condimentum,USD,455.77,466.2,840.72,eget tincidunt eget tempus,3.14,961.45,417.33,217.93,lectus,id consequat,6.68,s,amet erat,velit nec nisi,eget nunc donec quis orci eget orci,o,amet sapien dignissim,m,791.33,319.29,742.44,os,oo
o,sapien quis,eget nunc donec,tempus vel pede morbi porttitor lorem id,o,tempor convallis nulla,m,773.15,151.27,302.32,sapien sapien non mi,0.99,36.54,362.46,880.89,sit amet,libero convallis eget,8.46,s,integer aliquet,orci luctus,in congue etiam justo etiam pretium iaculis,i,ut rhoncus,m,611.37,637.01,921.7,os,oi
r,suspendisse,sit amet eros,cubilia curae duis faucibus accumsan odio curabitur,s,posuere cubilia,m,682.62,189.56,924.54,ipsum integer a nibh,2.44,324.71,274.61,728.28,vel sem,id lobortis,8.67,s,commodo,sit amet,vestibulum ante ipsum primis in faucibus orci,r,turpis eget,kg,696.14,486.3,680.41,rs,sr
i,sapien,lacinia eget tincidunt,suscipit nulla elit ac nulla sed,o,sed vel,%,3.8,554.5,156.34,faucibus cursus urna,5.86,3.4,457.88,542.04,porta,nulla justo aliquam,6.33,o,vivamus,vitae nisi,interdum mauris non ligula pellentesque ultrices phasellus,r,bibendum morbi,m,246.66,346.29,35.34,io,or
p,leo,a nibh,phasellus id sapien in sapien iaculis congue,o,blandit ultrices,kg,64.18,358.65,629.91,nunc proin at,4.67,843.92,685.52,802.56,sit amet,mauris vulputate elementum,8.61,o,pede,donec dapibus,suscipit nulla elit ac nulla sed vel,s,sem sed sagittis,m,659.71,588.12,8.6,po,os
i,in,quam sollicitudin vitae,eleifend pede libero quis orci,o,in tempor,%,514.68,581.28,960.17,duis aliquam convallis nunc,2.06,312.49,521.75,641.48,potenti in,rutrum nulla nunc,2.85,p,nunc,magna at nunc,est donec odio justo sollicitudin ut suscipit,o,primis in,%,726.76,287.4,799.61,ip,oo
o,ligula,faucibus accumsan,et ultrices posuere cubilia curae mauris,i,id massa id,kg,61.83,88.91,440.48,suspendisse ornare consequat lectus,7.61,471.79,141.38,485.52,in lacus,nulla pede ullamcorper augue,3.48,r,sed,elit ac,curabitur convallis duis consequat dui nec nisi,i,vulputate justo in,kg,577.67,448.48,802.28,or,ii
i,at,eu magna,cras in purus eu magna,i,platea dictumst,m,411.09,560.49,754.39,pharetra magna ac,0.7,581.67,450.24,800.07,dui,viverra pede,4.93,r,aliquet,et ultrices posuere,et eros vestibulum ac est lacinia nisi,r,diam nam tristique,USD,752.39,903.12,678.47,ir,ir
i,risus semper,interdum mauris ullamcorper,libero quis orci nullam molestie,i,in hac habitasse,USD,17.27,835.49,36.54,accumsan tellus nisi,0.26,210.35,650.29,313.44,lacus,metus vitae ipsum aliquam,0.92,o,ullamcorper purus,phasellus id,in lacus curabitur at ipsum ac tellus,s,elit proin risus,kg,323.15,489.77,466.78,io,is
i,hac,justo sit amet,nec sem duis aliquam convallis,o,convallis tortor risus,kg,79.83,136.83,142.7,suscipit a feugiat,0.17,282.77,787.91,276.39,curae,laoreet ut,0.84,r,augue,augue luctus,dictumst morbi vestibulum velit id pretium iaculis,o,vitae consectetuer,USD,348.78,363.45,900.51,ir,oo
i,tincidunt,tincidunt ante,tincidunt nulla mollis molestie lorem quisque,i,vel augue,kg,575.7,487.9,717.09,semper est quam pharetra,0.39,283.72,375.44,593.22,pellentesque,sapien dignissim vestibulum,5.43,r,magna ac,nunc rhoncus,at vulputate vitae nisl aenean lectus pellentesque,i,pharetra magna,%,73.99,176.24,943.84,ir,ii
r,sapien,eros suspendisse,mauris sit amet eros suspendisse accumsan,s,ante nulla justo,%,615.1,885.23,509.49,mollis molestie lorem,7.85,449.64,153.77,547.12,id ligula,in sagittis dui,6.53,p,fusce congue,at diam,justo pellentesque viverra pede ac diam cras,o,enim in,kg,283.65,294.74,851.7,rp,so
p,pede,rhoncus dui,aenean fermentum donec ut mauris eget massa,s,varius integer,USD,467.54,478.15,780.88,mauris laoreet ut rhoncus,4.91,82.35,80.13,449.96,cubilia curae,ultrices posuere,6.47,p,ut tellus,praesent id,mi sit amet lobortis sapien sapien non,p,risus auctor,kg,295.3,77.4,419.14,pp,sp
i,felis sed,est risus auctor,sapien quis libero nullam sit amet turpis,p,nisi at nibh,%,660.14,691.01,816.06,justo nec condimentum neque,8.54,25.06,714.21,560.1,risus,sit amet sapien dignissim,7.75,p,mauris enim,mauris sit amet,non interdum in ante vestibulum ante ipsum,r,porttitor pede,m,120.47,403.05,313.96,ip,pr
i,fringilla,turpis integer aliquet,odio donec vitae nisi nam,i,sagittis nam,m,608.29,852.34,420.74,ut ultrices vel,3.13,854.04,60.26,779.93,est,tristique fusce congue,8.15,o,ut,vulputate luctus cum,at ipsum ac tellus semper interdum mauris,s,quis turpis,%,542.05,63.02,853.63,io,is
i,neque aenean,adipiscing elit,nam congue risus semper porta volutpat,i,a libero nam,kg,215.13,48.7,551.87,tempus sit amet sem,3.71,309.76,824.39,28.51,eu,erat curabitur,4.77,o,rhoncus,aliquet maecenas,sit amet cursus id turpis integer aliquet,o,molestie lorem quisque,%,944.25,341.71,133.94,io,io
s,platea,eu nibh quisque,elit proin interdum mauris non ligula,s,libero nullam sit,%,520.12,690.99,140.49,hac habitasse platea dictumst,1.66,538.05,342.12,138.72,hac habitasse,justo aliquam quis,9.7,i,in,magna ac,ut at dolor quis odio consequat varius,p,et eros vestibulum,kg,637.77,821.79,455.7,si,sp
